pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name
1320,585,mexicana_l,1,10-01-2015,15:58:42,20.25,20.25,L,Veggie,The Mexicana Pizza
1321,586,ital_cpcllo_m,1,10-01-2015,16:09:57,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1322,586,southw_ckn_m,1,10-01-2015,16:09:57,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
1323,587,peppr_salami_l,1,10-01-2015,16:32:36,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1324,587,peppr_salami_s,1,10-01-2015,16:32:36,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1325,588,cali_ckn_s,1,10-01-2015,16:33:36,12.75,12.75,S,Chicken,The California Chicken Pizza
1326,589,ital_supr_s,1,10-01-2015,17:12:39,12.5,12.5,S,Supreme,The Italian Supreme Pizza
1327,589,mediterraneo_m,1,10-01-2015,17:12:39,16.0,16.0,M,Veggie,The Mediterranean Pizza
1328,589,veggie_veg_s,1,10-01-2015,17:12:39,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1329,590,five_cheese_l,1,10-01-2015,17:23:39,18.5,18.5,L,Veggie,The Five Cheese Pizza
1330,591,four_cheese_l,1,10-01-2015,17:32:54,17.95,17.95,L,Veggie,The Four Cheese Pizza
1331,591,southw_ckn_s,1,10-01-2015,17:32:54,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1332,591,spin_pesto_l,1,10-01-2015,17:32:54,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
1333,592,ital_veggie_s,1,10-01-2015,17:41:55,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1334,592,pep_msh_pep_m,1,10-01-2015,17:41:55,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1335,592,thai_ckn_l,1,10-01-2015,17:41:55,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1336,593,cali_ckn_l,1,10-01-2015,17:48:57,20.75,20.75,L,Chicken,The California Chicken Pizza
1337,593,spicy_ital_l,1,10-01-2015,17:48:57,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1338,594,calabrese_l,1,10-01-2015,17:50:19,20.25,20.25,L,Supreme,The Calabrese Pizza
1339,595,classic_dlx_l,1,10-01-2015,18:12:28,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1340,595,prsc_argla_m,1,10-01-2015,18:12:28,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1341,596,pep_msh_pep_s,1,10-01-2015,18:24:07,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1342,596,soppressata_s,1,10-01-2015,18:24:07,12.5,12.5,S,Supreme,The Soppressata Pizza
1343,597,cali_ckn_l,1,10-01-2015,18:32:36,20.75,20.75,L,Chicken,The California Chicken Pizza
1344,597,prsc_argla_m,1,10-01-2015,18:32:36,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1345,597,spicy_ital_m,1,10-01-2015,18:32:36,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1346,598,prsc_argla_l,1,10-01-2015,18:34:14,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1347,599,peppr_salami_l,1,10-01-2015,18:34:27,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1348,600,classic_dlx_s,1,10-01-2015,18:53:52,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1349,600,four_cheese_l,1,10-01-2015,18:53:52,17.95,17.95,L,Veggie,The Four Cheese Pizza
1350,600,mediterraneo_m,1,10-01-2015,18:53:52,16.0,16.0,M,Veggie,The Mediterranean Pizza
1351,600,mexicana_m,1,10-01-2015,18:53:52,16.0,16.0,M,Veggie,The Mexicana Pizza
1352,601,bbq_ckn_l,1,10-01-2015,18:58:19,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1353,601,classic_dlx_s,1,10-01-2015,18:58:19,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1354,601,spin_pesto_m,1,10-01-2015,18:58:19,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1355,602,peppr_salami_l,1,10-01-2015,19:02:27,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1356,603,mexicana_m,1,10-01-2015,19:03:11,16.0,16.0,M,Veggie,The Mexicana Pizza
1357,604,soppressata_s,1,10-01-2015,19:13:29,12.5,12.5,S,Supreme,The Soppressata Pizza
1358,604,spinach_supr_m,1,10-01-2015,19:13:29,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
1359,605,pepperoni_m,1,10-01-2015,19:23:51,12.5,12.5,M,Classic,The Pepperoni Pizza
1360,605,the_greek_xl,1,10-01-2015,19:23:51,25.5,25.5,XL,Classic,The Greek Pizza
1361,606,pepperoni_l,1,10-01-2015,19:27:18,15.25,15.25,L,Classic,The Pepperoni Pizza
1362,607,bbq_ckn_m,1,10-01-2015,19:36:16,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1363,607,ital_supr_m,1,10-01-2015,19:36:16,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1364,607,spinach_supr_l,1,10-01-2015,19:36:16,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
1365,608,hawaiian_l,1,10-01-2015,19:36:33,16.5,16.5,L,Classic,The Hawaiian Pizza
1366,608,pepperoni_m,1,10-01-2015,19:36:33,12.5,12.5,M,Classic,The Pepperoni Pizza
1367,608,thai_ckn_l,1,10-01-2015,19:36:33,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1368,608,thai_ckn_s,1,10-01-2015,19:36:33,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1369,609,four_cheese_l,1,10-01-2015,19:39:32,17.95,17.95,L,Veggie,The Four Cheese Pizza
1370,610,big_meat_s,1,10-01-2015,19:51:02,12.0,12.0,S,Classic,The Big Meat Pizza
1371,610,pepperoni_l,1,10-01-2015,19:51:02,15.25,15.25,L,Classic,The Pepperoni Pizza
1372,611,five_cheese_l,1,10-01-2015,19:58:10,18.5,18.5,L,Veggie,The Five Cheese Pizza
1373,611,mexicana_s,1,10-01-2015,19:58:10,12.0,12.0,S,Veggie,The Mexicana Pizza
1374,611,southw_ckn_m,1,10-01-2015,19:58:10,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
1375,611,the_greek_xl,1,10-01-2015,19:58:10,25.5,25.5,XL,Classic,The Greek Pizza
1376,612,big_meat_s,1,10-01-2015,19:58:15,12.0,12.0,S,Classic,The Big Meat Pizza
1377,612,ital_supr_l,1,10-01-2015,19:58:15,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1378,612,mexicana_l,1,10-01-2015,19:58:15,20.25,20.25,L,Veggie,The Mexicana Pizza
1379,612,soppressata_s,1,10-01-2015,19:58:15,12.5,12.5,S,Supreme,The Soppressata Pizza
1380,613,napolitana_s,1,10-01-2015,20:10:44,12.0,12.0,S,Classic,The Napolitana Pizza
1381,614,peppr_salami_l,1,10-01-2015,20:12:33,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1382,615,cali_ckn_l,1,10-01-2015,20:14:03,20.75,20.75,L,Chicken,The California Chicken Pizza
1383,615,pep_msh_pep_m,1,10-01-2015,20:14:03,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1384,616,prsc_argla_l,1,10-01-2015,20:20:10,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1385,616,veggie_veg_m,1,10-01-2015,20:20:10,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1386,617,ckn_pesto_l,1,10-01-2015,20:27:26,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1387,617,southw_ckn_m,1,10-01-2015,20:27:26,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
1388,618,prsc_argla_m,1,10-01-2015,20:31:14,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1389,618,spin_pesto_m,1,10-01-2015,20:31:14,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1390,619,ital_cpcllo_l,1,10-01-2015,20:41:58,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1391,620,bbq_ckn_l,1,10-01-2015,20:45:45,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1392,620,cali_ckn_m,1,10-01-2015,20:45:45,16.75,16.75,M,Chicken,The California Chicken Pizza
1393,620,peppr_salami_m,1,10-01-2015,20:45:45,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1394,620,the_greek_s,1,10-01-2015,20:45:45,12.0,12.0,S,Classic,The Greek Pizza
1395,621,calabrese_m,1,10-01-2015,20:49:29,16.25,16.25,M,Supreme,The Calabrese Pizza
1396,621,four_cheese_l,1,10-01-2015,20:49:29,17.95,17.95,L,Veggie,The Four Cheese Pizza
1397,621,mexicana_l,1,10-01-2015,20:49:29,20.25,20.25,L,Veggie,The Mexicana Pizza
1398,621,spicy_ital_l,1,10-01-2015,20:49:29,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1399,622,ital_supr_m,1,10-01-2015,20:57:41,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1400,622,spicy_ital_l,1,10-01-2015,20:57:41,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1401,623,cali_ckn_l,1,10-01-2015,21:21:21,20.75,20.75,L,Chicken,The California Chicken Pizza
1402,623,hawaiian_l,1,10-01-2015,21:21:21,16.5,16.5,L,Classic,The Hawaiian Pizza
1403,624,cali_ckn_m,1,10-01-2015,21:22:44,16.75,16.75,M,Chicken,The California Chicken Pizza
1404,624,veggie_veg_m,1,10-01-2015,21:22:44,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1405,625,spinach_fet_l,1,10-01-2015,21:50:23,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1406,625,spinach_supr_m,1,10-01-2015,21:50:23,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
1407,626,classic_dlx_m,1,10-01-2015,21:55:12,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1408,626,four_cheese_m,1,10-01-2015,21:55:12,14.75,14.75,M,Veggie,The Four Cheese Pizza
1409,627,the_greek_l,1,10-01-2015,22:18:35,20.5,20.5,L,Classic,The Greek Pizza
1410,627,the_greek_m,1,10-01-2015,22:18:35,16.0,16.0,M,Classic,The Greek Pizza
1411,628,classic_dlx_l,1,10-01-2015,22:47:17,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1412,628,ital_veggie_s,1,10-01-2015,22:47:17,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1413,628,the_greek_s,1,10-01-2015,22:47:17,12.0,12.0,S,Classic,The Greek Pizza
1414,628,veggie_veg_s,1,10-01-2015,22:47:17,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1415,629,calabrese_m,1,10-01-2015,22:48:39,16.25,16.25,M,Supreme,The Calabrese Pizza
1416,629,five_cheese_l,1,10-01-2015,22:48:39,18.5,18.5,L,Veggie,The Five Cheese Pizza
1417,629,pep_msh_pep_m,1,10-01-2015,22:48:39,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1418,629,spin_pesto_l,1,10-01-2015,22:48:39,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
1419,630,sicilian_s,1,11-01-2015,11:42:08,12.25,12.25,S,Supreme,The Sicilian Pizza
1420,631,pepperoni_l,1,11-01-2015,11:44:36,15.25,15.25,L,Classic,The Pepperoni Pizza
1421,632,classic_dlx_s,1,11-01-2015,11:44:52,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1422,633,mediterraneo_l,1,11-01-2015,11:51:45,20.25,20.25,L,Veggie,The Mediterranean Pizza
1423,633,pepperoni_l,1,11-01-2015,11:51:45,15.25,15.25,L,Classic,The Pepperoni Pizza
1424,633,peppr_salami_l,1,11-01-2015,11:51:45,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1425,634,pepperoni_l,1,11-01-2015,12:14:15,15.25,15.25,L,Classic,The Pepperoni Pizza
1426,635,calabrese_l,1,11-01-2015,12:18:31,20.25,20.25,L,Supreme,The Calabrese Pizza
1427,635,cali_ckn_s,2,11-01-2015,12:18:31,12.75,25.5,S,Chicken,The California Chicken Pizza
1428,635,hawaiian_s,1,11-01-2015,12:18:31,10.5,10.5,S,Classic,The Hawaiian Pizza
1429,635,mexicana_l,1,11-01-2015,12:18:31,20.25,20.25,L,Veggie,The Mexicana Pizza
1430,635,pepperoni_m,1,11-01-2015,12:18:31,12.5,12.5,M,Classic,The Pepperoni Pizza
1431,635,pepperoni_s,1,11-01-2015,12:18:31,9.75,9.75,S,Classic,The Pepperoni Pizza
1432,635,peppr_salami_s,1,11-01-2015,12:18:31,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1433,635,sicilian_s,1,11-01-2015,12:18:31,12.25,12.25,S,Supreme,The Sicilian Pizza
1434,635,spinach_fet_l,1,11-01-2015,12:18:31,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1435,635,spinach_fet_s,1,11-01-2015,12:18:31,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
1436,636,classic_dlx_m,1,11-01-2015,12:34:44,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1437,637,the_greek_l,1,11-01-2015,12:44:10,20.5,20.5,L,Classic,The Greek Pizza
1438,637,veggie_veg_m,1,11-01-2015,12:44:10,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1439,638,mexicana_l,1,11-01-2015,12:49:26,20.25,20.25,L,Veggie,The Mexicana Pizza
1440,639,pep_msh_pep_m,1,11-01-2015,13:23:21,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1441,640,cali_ckn_s,1,11-01-2015,13:28:08,12.75,12.75,S,Chicken,The California Chicken Pizza
1442,640,ckn_pesto_l,1,11-01-2015,13:28:08,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1443,640,napolitana_s,1,11-01-2015,13:28:08,12.0,12.0,S,Classic,The Napolitana Pizza
1444,641,pepperoni_m,1,11-01-2015,13:37:46,12.5,12.5,M,Classic,The Pepperoni Pizza
1445,641,southw_ckn_l,1,11-01-2015,13:37:46,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1446,641,spin_pesto_m,1,11-01-2015,13:37:46,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1447,641,spinach_fet_s,1,11-01-2015,13:37:46,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
1448,642,calabrese_m,1,11-01-2015,13:40:00,16.25,16.25,M,Supreme,The Calabrese Pizza
1449,642,cali_ckn_l,1,11-01-2015,13:40:00,20.75,20.75,L,Chicken,The California Chicken Pizza
1450,642,ital_supr_l,1,11-01-2015,13:40:00,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1451,642,soppressata_l,1,11-01-2015,13:40:00,20.75,20.75,L,Supreme,The Soppressata Pizza
1452,643,spinach_fet_m,1,11-01-2015,13:43:19,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1453,644,ital_supr_l,1,11-01-2015,13:52:52,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1454,644,peppr_salami_m,1,11-01-2015,13:52:52,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1455,645,bbq_ckn_m,1,11-01-2015,14:03:45,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1456,645,big_meat_s,1,11-01-2015,14:03:45,12.0,12.0,S,Classic,The Big Meat Pizza
1457,646,hawaiian_s,1,11-01-2015,14:07:26,10.5,10.5,S,Classic,The Hawaiian Pizza
1458,646,thai_ckn_l,1,11-01-2015,14:07:26,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1459,647,hawaiian_s,1,11-01-2015,14:07:35,10.5,10.5,S,Classic,The Hawaiian Pizza
1460,648,four_cheese_l,1,11-01-2015,14:17:17,17.95,17.95,L,Veggie,The Four Cheese Pizza
1461,648,pepperoni_m,1,11-01-2015,14:17:17,12.5,12.5,M,Classic,The Pepperoni Pizza
1462,649,cali_ckn_s,1,11-01-2015,14:29:23,12.75,12.75,S,Chicken,The California Chicken Pizza
1463,649,pepperoni_m,1,11-01-2015,14:29:23,12.5,12.5,M,Classic,The Pepperoni Pizza
1464,649,peppr_salami_m,1,11-01-2015,14:29:23,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1465,649,sicilian_s,1,11-01-2015,14:29:23,12.25,12.25,S,Supreme,The Sicilian Pizza
1466,650,pepperoni_m,1,11-01-2015,14:34:05,12.5,12.5,M,Classic,The Pepperoni Pizza
1467,651,bbq_ckn_s,1,11-01-2015,14:49:35,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1468,651,calabrese_m,1,11-01-2015,14:49:35,16.25,16.25,M,Supreme,The Calabrese Pizza
1469,651,pepperoni_m,1,11-01-2015,14:49:35,12.5,12.5,M,Classic,The Pepperoni Pizza
1470,652,big_meat_s,1,11-01-2015,16:03:38,12.0,12.0,S,Classic,The Big Meat Pizza
1471,652,ckn_alfredo_m,1,11-01-2015,16:03:38,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1472,652,ckn_pesto_s,1,11-01-2015,16:03:38,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1473,652,prsc_argla_s,1,11-01-2015,16:03:38,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1474,653,thai_ckn_s,1,11-01-2015,16:18:23,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1475,654,mexicana_l,1,11-01-2015,16:34:07,20.25,20.25,L,Veggie,The Mexicana Pizza
1476,654,sicilian_l,1,11-01-2015,16:34:07,20.25,20.25,L,Supreme,The Sicilian Pizza
1477,654,spin_pesto_m,1,11-01-2015,16:34:07,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1478,655,ital_supr_m,1,11-01-2015,16:43:33,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1479,656,thai_ckn_l,1,11-01-2015,16:44:49,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1480,656,veggie_veg_l,1,11-01-2015,16:44:49,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
1481,657,bbq_ckn_m,1,11-01-2015,16:45:47,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1482,657,classic_dlx_m,1,11-01-2015,16:45:47,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1483,658,napolitana_m,1,11-01-2015,16:55:24,16.0,16.0,M,Classic,The Napolitana Pizza
1484,658,peppr_salami_s,1,11-01-2015,16:55:24,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1485,658,veggie_veg_m,1,11-01-2015,16:55:24,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1486,659,ital_supr_m,1,11-01-2015,16:56:39,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1487,659,sicilian_l,1,11-01-2015,16:56:39,20.25,20.25,L,Supreme,The Sicilian Pizza
1488,660,bbq_ckn_s,1,11-01-2015,17:09:36,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1489,660,ital_supr_m,1,11-01-2015,17:09:36,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1490,661,napolitana_s,1,11-01-2015,17:18:14,12.0,12.0,S,Classic,The Napolitana Pizza
1491,662,bbq_ckn_l,1,11-01-2015,17:21:49,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1492,662,prsc_argla_s,1,11-01-2015,17:21:49,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1493,663,four_cheese_l,1,11-01-2015,17:29:14,17.95,17.95,L,Veggie,The Four Cheese Pizza
1494,664,calabrese_m,1,11-01-2015,17:35:14,16.25,16.25,M,Supreme,The Calabrese Pizza
1495,664,ital_supr_l,1,11-01-2015,17:35:14,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1496,664,pepperoni_l,1,11-01-2015,17:35:14,15.25,15.25,L,Classic,The Pepperoni Pizza
1497,665,bbq_ckn_m,1,11-01-2015,17:42:23,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1498,665,mediterraneo_s,1,11-01-2015,17:42:23,12.0,12.0,S,Veggie,The Mediterranean Pizza
1499,666,hawaiian_l,1,11-01-2015,17:42:25,16.5,16.5,L,Classic,The Hawaiian Pizza
1500,667,big_meat_s,1,11-01-2015,18:13:08,12.0,12.0,S,Classic,The Big Meat Pizza
1501,667,pepperoni_s,1,11-01-2015,18:13:08,9.75,9.75,S,Classic,The Pepperoni Pizza
1502,668,ital_supr_m,1,11-01-2015,18:13:12,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1503,668,mexicana_l,1,11-01-2015,18:13:12,20.25,20.25,L,Veggie,The Mexicana Pizza
1504,668,peppr_salami_l,1,11-01-2015,18:13:12,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1505,668,spicy_ital_m,1,11-01-2015,18:13:12,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1506,669,ital_cpcllo_l,1,11-01-2015,18:40:44,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1507,669,mexicana_l,1,11-01-2015,18:40:44,20.25,20.25,L,Veggie,The Mexicana Pizza
1508,670,ital_cpcllo_s,1,11-01-2015,18:46:25,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1509,670,soppressata_m,1,11-01-2015,18:46:25,16.5,16.5,M,Supreme,The Soppressata Pizza
1510,671,ckn_pesto_s,1,11-01-2015,19:18:42,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1511,672,green_garden_m,1,11-01-2015,19:18:46,16.0,16.0,M,Veggie,The Green Garden Pizza
1512,672,spicy_ital_l,1,11-01-2015,19:18:46,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1513,673,soppressata_l,1,11-01-2015,19:28:13,20.75,20.75,L,Supreme,The Soppressata Pizza
1514,673,thai_ckn_m,1,11-01-2015,19:28:13,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1515,674,ckn_pesto_m,1,11-01-2015,19:33:05,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
1516,674,mexicana_l,1,11-01-2015,19:33:05,20.25,20.25,L,Veggie,The Mexicana Pizza
1517,674,prsc_argla_s,1,11-01-2015,19:33:05,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1518,674,spinach_fet_m,1,11-01-2015,19:33:05,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1519,675,napolitana_l,1,11-01-2015,19:33:19,20.5,20.5,L,Classic,The Napolitana Pizza
1520,676,mexicana_l,1,11-01-2015,19:44:57,20.25,20.25,L,Veggie,The Mexicana Pizza
1521,676,veggie_veg_m,1,11-01-2015,19:44:57,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1522,677,peppr_salami_l,1,11-01-2015,19:51:09,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1523,678,mexicana_s,1,11-01-2015,19:52:49,12.0,12.0,S,Veggie,The Mexicana Pizza
1524,678,napolitana_m,1,11-01-2015,19:52:49,16.0,16.0,M,Classic,The Napolitana Pizza
1525,678,spicy_ital_m,2,11-01-2015,19:52:49,16.5,33.0,M,Supreme,The Spicy Italian Pizza
1526,679,brie_carre_s,1,11-01-2015,20:31:02,23.65,23.65,S,Supreme,The Brie Carre Pizza
1527,679,four_cheese_m,1,11-01-2015,20:31:02,14.75,14.75,M,Veggie,The Four Cheese Pizza
1528,679,ital_supr_l,1,11-01-2015,20:31:02,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1529,679,mediterraneo_l,1,11-01-2015,20:31:02,20.25,20.25,L,Veggie,The Mediterranean Pizza
1530,680,ckn_pesto_s,1,11-01-2015,21:07:30,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1531,680,sicilian_m,1,11-01-2015,21:07:30,16.25,16.25,M,Supreme,The Sicilian Pizza
1532,681,peppr_salami_l,1,11-01-2015,21:29:50,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1533,682,ital_supr_l,1,12-01-2015,11:38:15,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1534,683,ckn_pesto_l,1,12-01-2015,11:39:08,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1535,683,ital_veggie_s,1,12-01-2015,11:39:08,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1536,683,peppr_salami_m,1,12-01-2015,11:39:08,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1537,684,four_cheese_l,1,12-01-2015,12:01:23,17.95,17.95,L,Veggie,The Four Cheese Pizza
1538,685,soppressata_l,1,12-01-2015,12:11:46,20.75,20.75,L,Supreme,The Soppressata Pizza
1539,686,big_meat_s,1,12-01-2015,12:13:07,12.0,12.0,S,Classic,The Big Meat Pizza
1540,687,ital_veggie_m,1,12-01-2015,12:21:09,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1541,688,spicy_ital_l,1,12-01-2015,12:26:41,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1542,688,spinach_supr_m,1,12-01-2015,12:26:41,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
1543,689,thai_ckn_l,1,12-01-2015,12:33:22,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1544,689,thai_ckn_m,1,12-01-2015,12:33:22,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1545,690,pepperoni_m,1,12-01-2015,12:42:10,12.5,12.5,M,Classic,The Pepperoni Pizza
1546,691,bbq_ckn_l,1,12-01-2015,12:45:53,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1547,692,cali_ckn_m,1,12-01-2015,12:53:37,16.75,16.75,M,Chicken,The California Chicken Pizza
1548,692,ital_veggie_m,1,12-01-2015,12:53:37,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1549,693,bbq_ckn_l,1,12-01-2015,13:04:24,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1550,693,big_meat_s,1,12-01-2015,13:04:24,12.0,12.0,S,Classic,The Big Meat Pizza
1551,693,green_garden_m,1,12-01-2015,13:04:24,16.0,16.0,M,Veggie,The Green Garden Pizza
1552,693,ital_cpcllo_s,1,12-01-2015,13:04:24,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1553,694,ital_veggie_l,1,12-01-2015,13:30:47,21.0,21.0,L,Veggie,The Italian Vegetables Pizza
1554,694,pep_msh_pep_m,1,12-01-2015,13:30:47,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1555,694,pepperoni_l,1,12-01-2015,13:30:47,15.25,15.25,L,Classic,The Pepperoni Pizza
1556,695,southw_ckn_s,1,12-01-2015,13:33:06,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1557,696,prsc_argla_m,1,12-01-2015,13:49:40,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1558,696,spicy_ital_s,1,12-01-2015,13:49:40,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1559,697,classic_dlx_m,1,12-01-2015,13:58:56,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1560,697,spin_pesto_s,1,12-01-2015,13:58:56,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1561,698,big_meat_s,1,12-01-2015,14:08:16,12.0,12.0,S,Classic,The Big Meat Pizza
1562,698,pep_msh_pep_l,1,12-01-2015,14:08:16,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1563,698,thai_ckn_l,1,12-01-2015,14:08:16,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1564,699,pepperoni_s,1,12-01-2015,14:27:03,9.75,9.75,S,Classic,The Pepperoni Pizza
1565,700,brie_carre_s,1,12-01-2015,14:31:13,23.65,23.65,S,Supreme,The Brie Carre Pizza
1566,700,ckn_pesto_s,1,12-01-2015,14:31:13,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
